,availability,avg_estimated_bookings,avg_minstay,avg_occupancy_rate,avg_price,avg_reviews_listing,income_month,income_year,listings,most_common_neigh
141199,12.1,5.1,5.0,5.9,40.0,10.2,84.8,1017.0,1,les Corts
24192914,85.8,6.5,0.0,11.9,94.0,13.0,0.0,0.0,1,"Sant Pere, Santa Caterina i la Ribera"
31999892,46.0,16.5,1.0,2.5,24.0,33.0,67.2,806.0,2,la Maternitat i Sant Ramon
16657390,37.8,0.5,1.0,4.6,50.0,1.0,2.1,25.0,1,el Poble Sec
50669209,99.7,0.5,1.0,2.3,30.0,1.0,1.3,15.0,1,el Guinard
36538267,96.0,4.8,1.0,4.2,37.5,9.5,27.9,335.0,2,"Sant Pere, Santa Caterina i la Ribera"
26776498,99.7,3.5,7.0,8.4,105.0,7.0,214.4,2572.5,1,la Salut
2189222,84.1,6.6,3.0,4.8,22.5,13.2,73.9,887.2,2,el Baix Guinard
25782184,99.5,2.5,1.0,5.4,116.5,5.0,20.7,248.5,2,el Putxet i el Farr
2672557,90.4,14.5,4.0,1.0,65.0,29.0,314.2,3770.0,1,la Nova Esquerra de l'Eixample
3516334,87.8,7.5,3.0,6.1,100.0,14.9,369.6,4435.5,2,l'Antiga Esquerra de l'Eixample
11503536,93.2,17.3,3.0,1.4,95.0,34.5,409.7,4916.3,1,la Dreta de l'Eixample
3147705,99.7,1.0,2.0,8.4,25.0,2.0,4.2,50.0,1,l'Antiga Esquerra de l'Eixample
11528122,41.1,11.5,1.0,0.6,59.0,23.0,56.5,678.5,1,el Parc i la Llacuna del Poblenou
7505567,81.3,7.4,0.0,6.3,224.1,14.8,0.0,0.0,13,"Sant Pere, Santa Caterina i la Ribera"
10192828,98.4,1.5,1.0,1.0,59.0,3.0,7.4,88.5,1,el Poble Sec
1804221,33.7,14.8,3.0,4.1,42.0,29.5,154.9,1858.5,1,el Poble Sec
2353086,94.5,3.8,3.0,16.1,99.0,7.7,94.9,1139.0,1,la Maternitat i Sant Ramon
19285954,84.3,21.8,2.0,1.9,112.5,43.5,821.9,9862.5,2,el Raval
690116,28.2,5.0,1.0,0.4,35.0,10.0,14.6,175.0,1,l'Antiga Esquerra de l'Eixample
5236677,84.1,6.0,4.0,4.2,75.0,12.0,150.0,1800.0,1,la Vila de Grcia
28846022,95.5,15.4,1.0,17.0,39.0,30.8,390.3,4683.5,8,el Guinard
15280071,90.4,2.5,5.0,25.3,50.0,5.0,52.1,625.0,1,Horta
4063564,99.7,1.0,1.0,86.4,61.0,2.0,5.1,61.0,1,el Poble Sec
38575954,96.7,8.5,2.0,2.5,149.0,17.0,211.1,2533.0,1,el Raval
36923343,41.8,12.8,1.0,1.7,29.0,25.5,61.6,739.5,2,el Barri Gtic
17570808,97.3,6.0,2.0,1.3,85.0,12.0,85.0,1020.0,1,Sant Antoni
16456439,2.2,1.0,3.0,11.8,81.0,2.0,20.3,243.0,1,el Raval
19224227,52.9,0.5,1.0,0.9,130.0,1.0,5.4,65.0,1,l'Antiga Esquerra de l'Eixample
27215033,93.9,1.0,1.7,9.0,78.3,2.0,59.6,715.0,3,el Putxet i el Farr
9709530,79.5,2.5,2.0,12.4,120.0,5.0,50.0,600.0,1,la Dreta de l'Eixample
16074716,98.9,6.8,2.0,10.5,25.0,13.5,28.1,337.5,1,Horta
3123165,98.1,20.2,2.0,14.4,139.5,40.4,939.3,11271.7,2,l'Antiga Esquerra de l'Eixample
21825503,74.3,3.1,0.0,7.9,102.4,6.3,0.0,0.0,10,el Raval
2795488,99.7,3.3,3.0,0.8,31.0,6.5,25.2,302.3,1,la Nova Esquerra de l'Eixample
42584034,96.7,1.5,2.0,8.1,53.0,3.0,13.3,159.0,1,el Putxet i el Farr
28453883,85.2,1.5,1.0,0.8,93.0,3.0,11.6,139.5,1,el Poble Sec
1009636,52.3,25.3,1.0,2.6,160.0,50.7,337.8,4053.6,1,la Dreta de l'Eixample
12888038,37.3,4.0,2.0,3.1,25.0,8.0,30.8,370.0,2,"Sant Pere, Santa Caterina i la Ribera"
4065255,99.5,3.0,2.0,1.2,20.0,6.0,10.0,120.0,1,el Camp de l'Arpa del Clot
59369,90.7,13.5,2.0,0.5,75.0,27.0,169.1,2028.7,1,"Sant Pere, Santa Caterina i la Ribera"
7743468,93.4,5.0,2.0,2.6,79.0,10.0,65.8,790.0,1,la Salut
29032786,79.2,10.5,2.0,5.1,33.0,21.0,57.8,693.0,1,el Fort Pienc
24119278,98.1,19.5,2.0,3.7,40.0,39.0,130.0,1560.0,1,el Fort Pienc
5531632,99.7,1.5,1.0,6.0,50.0,3.0,6.3,75.0,1,el Baix Guinard
3565553,97.5,0.8,1.0,8.4,39.0,1.5,2.4,29.3,1,"Sant Pere, Santa Caterina i la Ribera"
2926578,99.7,5.0,1.0,3.4,59.0,10.0,24.6,295.0,1,l'Antiga Esquerra de l'Eixample
30224723,90.4,10.0,2.0,4.3,140.0,20.0,233.3,2800.0,1,el Barri Gtic
16426996,95.1,15.3,4.0,1.6,60.0,30.5,305.0,3660.0,1,el Raval
1697782,17.1,12.3,2.3,5.7,23.7,24.5,163.2,1958.5,3,el Fort Pienc
24222016,86.4,13.8,1.0,2.9,72.5,27.5,273.3,3280.0,2,el Raval
19153236,99.7,0.5,1.0,14.6,50.0,1.0,2.1,25.0,1,Sarri
1476602,99.5,3.5,3.0,5.4,39.0,7.0,34.1,409.5,1,Sant Antoni
8464380,98.9,17.0,2.0,16.0,14.0,34.0,79.3,952.0,2,Verdun
632830,93.3,18.0,0.0,2.0,1167.0,36.1,0.0,0.0,4,la Vila de Grcia
12199935,69.8,5.2,1.0,6.4,62.6,10.4,130.8,1570.0,5,el Poblenou
32745473,96.6,2.0,3.0,5.9,80.0,4.0,82.5,990.0,2,el Barri Gtic
6875139,90.1,0.5,2.0,4.7,80.0,1.0,6.7,80.0,1,el Raval
804868,97.1,13.9,1.3,9.3,51.0,27.7,303.9,3647.4,3,la Vila de Grcia
3688453,15.1,9.5,2.0,14.5,31.0,19.0,49.1,589.0,1,el Camp d'en Grassot i Grcia Nova
6424582,64.9,26.0,3.0,0.8,65.0,52.0,422.5,5070.0,1,l'Antiga Esquerra de l'Eixample
1968137,99.7,1.0,1.0,87.5,50.0,2.0,4.2,50.0,1,"Sant Pere, Santa Caterina i la Ribera"
3123210,92.9,14.5,3.0,2.9,5597.0,29.0,20289.1,243469.5,1,la Vila de Grcia
26521943,90.8,1.1,0.0,5.6,130.0,2.3,0.0,0.0,8,el Poblenou
4753420,94.3,4.0,2.0,1.2,70.0,8.0,46.7,560.0,1,la Marina de Port
6219791,76.4,1.0,5.0,3.7,190.0,2.0,79.2,950.0,1,l'Antiga Esquerra de l'Eixample
4147219,87.4,26.6,2.0,10.7,89.0,53.2,394.3,4732.1,1,Hostafrancs
2344980,99.5,2.9,2.5,7.8,62.5,5.8,80.9,971.3,2,el Clot
25462805,99.7,1.0,1.0,0.8,62.0,2.0,5.2,62.0,1,Sant Gervasi - Galvany
33418819,34.5,0.5,1.0,5.6,49.0,1.0,2.0,24.5,1,Sant Gervasi - la Bonanova
6777896,78.4,13.5,3.7,10.2,43.0,27.0,577.8,6933.7,3,el Barri Gtic
14469144,98.6,3.5,3.0,14.0,53.0,7.0,46.4,556.5,1,el Poblenou
7915672,97.3,8.3,3.0,10.7,69.0,16.7,143.8,1725.3,1,la Sagrada Famlia
34345843,99.7,0.5,3.0,2.1,50.0,1.0,6.3,75.0,1,la Sagrada Famlia
3876894,93.4,2.5,1.0,26.3,30.0,5.0,6.3,75.0,1,la Vila de Grcia
34170913,79.2,8.5,3.0,13.6,45.0,17.0,95.6,1147.5,1,el Raval
1894434,84.1,26.3,2.0,39.5,39.0,52.5,170.6,2047.5,1,el Poblenou
17973595,93.2,7.0,3.0,0.8,32.0,14.0,56.0,672.0,1,el Guinard
3074085,99.7,1.0,4.0,2.2,200.0,2.0,66.7,800.0,1,Sant Gervasi - Galvany
26593318,97.5,19.5,2.0,0.9,30.0,39.0,97.5,1170.0,1,la Vila de Grcia
8407080,93.4,22.1,2.0,8.2,120.0,44.2,441.7,5300.4,1,el Clot
19886428,46.4,0.5,0.0,20.6,63.5,1.0,0.0,0.0,2,la Vila de Grcia
27256875,99.2,7.5,1.0,7.8,35.0,15.0,21.9,262.5,1,Sant Antoni
2041901,87.7,5.5,2.9,8.2,454.9,10.9,14481.5,173778.3,22,la Sagrada Famlia
2738225,78.8,10.9,4.0,6.0,116.0,21.8,855.7,10268.0,2,el Camp d'en Grassot i Grcia Nova
33204274,57.3,5.5,2.0,21.6,57.0,11.0,52.3,627.0,1,el Fort Pienc
26158771,99.7,4.0,1.0,5.0,21.0,8.0,7.0,84.0,1,el Carmel
3590196,93.2,1.8,2.0,11.1,244.3,3.7,218.9,2627.0,3,Sant Antoni
3041333,97.5,11.8,3.0,0.8,90.0,23.7,266.3,3195.5,1,el Poblenou
33204278,81.1,5.5,1.0,9.1,29.0,11.0,13.3,159.5,1,Hostafrancs
10914825,11.2,4.0,2.0,27.0,52.0,8.0,34.7,416.0,1,Diagonal Mar i el Front Martim del Poblenou
7091892,60.0,9.0,7.0,13.6,64.0,18.0,336.0,4032.0,1,Sant Antoni
39471162,99.5,1.5,1.0,6.8,30.0,3.0,3.8,45.0,1,la Nova Esquerra de l'Eixample
11946043,28.2,2.0,2.0,0.8,55.0,4.0,18.3,220.0,1,Sant Antoni
1230908,95.7,9.3,2.0,7.1,113.7,18.6,491.4,5897.1,3,Sant Antoni
11101773,80.3,22.0,1.0,6.1,15.0,44.0,27.5,330.0,1,el Poble Sec
50516583,84.9,0.5,2.0,1.7,40.0,1.0,3.3,40.0,1,la Barceloneta
20801603,99.7,8.5,2.0,21.8,50.0,17.0,70.8,850.0,1,el Barri Gtic
28584132,99.7,2.0,7.0,12.7,89.0,4.0,103.8,1246.0,1,Sant Gervasi - Galvany
5510838,97.3,3.0,2.0,2.1,65.0,6.0,32.5,390.0,1,"Sant Pere, Santa Caterina i la Ribera"
34023495,54.0,0.5,1.0,26.8,38.0,1.0,1.6,19.0,1,el Fort Pienc
22186056,99.7,0.5,1.0,8.8,35.0,1.0,1.5,17.5,1,la Nova Esquerra de l'Eixample
13994060,91.8,6.5,1.0,8.3,79.0,13.0,42.8,513.5,1,Sant Antoni
2590800,50.4,2.0,2.0,0.5,28.0,4.0,9.3,112.0,1,Sants
857784,59.5,9.0,1.0,10.9,10178.0,18.0,7633.5,91602.0,1,Sant Antoni
47614034,94.5,3.0,2.0,10.5,90.0,6.0,45.0,540.0,1,"Sant Pere, Santa Caterina i la Ribera"
6529379,22.7,2.0,2.0,6.3,35.0,4.0,11.7,140.0,1,el Fort Pienc
30296149,77.7,3.5,2.0,1.3,117.5,7.0,153.3,1840.0,2,el Putxet i el Farr
26339415,96.7,8.5,3.0,2.1,100.0,17.0,212.5,2550.0,1,el Fort Pienc
3041368,95.9,11.5,1.0,0.4,16.0,23.0,15.3,184.0,1,la Dreta de l'Eixample
1607769,61.9,5.0,2.0,6.3,76.0,10.0,63.3,760.0,1,l'Antiga Esquerra de l'Eixample
6678619,98.1,0.5,1.0,15.5,30.0,1.0,1.3,15.0,1,el Tur de la Peira
47478458,97.0,1.0,1.0,14.2,50.0,2.0,4.2,50.0,1,Sant Antoni
9857118,99.2,3.5,1.0,3.8,24.0,7.0,7.0,84.0,1,el Camp d'en Grassot i Grcia Nova
17211749,96.7,13.3,1.0,11.3,30.2,26.7,173.1,2076.8,5,el Barri Gtic
4999265,97.1,2.3,2.0,8.8,27.0,4.5,20.4,245.0,2,el Clot
26888295,94.0,1.0,3.0,4.9,350.0,2.0,87.5,1050.0,1,la Dreta de l'Eixample
1329256,87.0,12.2,1.5,10.8,35.0,24.4,153.5,1841.5,2,l'Antiga Esquerra de l'Eixample
4311145,99.7,1.0,5.0,1.2,75.0,2.0,31.3,375.0,1,el Camp d'en Grassot i Grcia Nova
37963882,83.8,1.5,2.0,12.1,3939.0,3.0,984.8,11817.0,1,Sant Andreu
5441643,98.4,4.0,1.0,9.7,117.0,8.0,39.0,468.0,1,Sant Antoni
3237997,72.3,17.8,7.0,2.1,15.0,35.5,155.3,1863.8,1,Sant Antoni
28461166,42.9,6.3,1.0,3.7,20.0,12.5,20.8,250.0,2,la Nova Esquerra de l'Eixample
38449512,99.5,2.9,3.0,4.6,47.1,5.7,226.8,2721.0,7,la Nova Esquerra de l'Eixample
10291314,22.2,8.0,2.0,11.0,32.0,16.0,42.7,512.0,1,Vallcarca i els Penitents
19428734,39.7,7.5,2.0,1.2,30.0,15.0,37.5,450.0,1,la Dreta de l'Eixample
45279350,49.0,3.0,2.0,25.0,110.0,6.0,55.0,660.0,1,el Parc i la Llacuna del Poblenou
22852973,66.6,0.5,5.0,6.3,89.0,1.0,18.5,222.5,1,Sant Antoni
40044667,98.6,1.5,3.0,38.9,19.0,3.0,7.1,85.5,1,el Poble Sec
2123900,97.5,8.6,2.0,9.2,35.0,17.2,50.1,601.0,1,Sant Antoni
21833853,98.6,24.3,1.0,12.2,49.0,48.5,99.0,1188.3,1,la Vila de Grcia
46536544,34.8,2.5,0.0,5.1,56.0,5.0,0.0,0.0,1,la Sagrada Famlia
21407874,96.2,1.0,1.0,26.3,45.0,2.0,3.8,45.0,1,la Dreta de l'Eixample
3342699,99.7,0.5,1.0,1.2,95.0,1.0,4.0,47.5,1,la Dreta de l'Eixample
18049156,99.2,1.0,1.0,0.8,100.0,2.0,8.3,100.0,1,Diagonal Mar i el Front Martim del Poblenou
24618689,96.7,19.0,5.0,8.1,39.0,38.0,308.8,3705.0,1,Sant Antoni
1935498,84.7,6.4,3.0,4.1,103.0,12.8,304.7,3656.3,2,Sant Antoni
3541131,77.7,3.8,2.0,8.6,31.5,7.5,44.3,532.0,2,Sant Gens dels Agudells
5621900,81.4,13.5,2.0,18.1,80.0,27.0,180.0,2160.0,1,Sant Andreu
6506637,30.4,27.3,2.0,13.1,25.0,54.5,225.4,2705.0,2,l'Antiga Esquerra de l'Eixample
7866511,82.7,4.2,1.3,8.4,37.0,8.3,49.8,598.0,3,la Guineueta
542867,1.3,10.9,3.0,2.8,78.5,21.7,893.1,10717.4,4,la Nova Esquerra de l'Eixample
133272,99.7,25.5,1.0,2.1,27.0,51.0,57.4,688.5,1,el Barri Gtic
12748953,99.7,8.0,3.0,21.6,58.0,16.0,116.0,1392.0,1,el Baix Guinard
43196783,97.8,5.8,1.0,12.9,24.0,11.5,23.0,276.0,2,la Sagrera
38791324,6.6,3.8,4.0,5.3,15.5,7.5,39.3,472.0,2,el Camp de l'Arpa del Clot
17336479,16.4,1.5,5.0,1.0,25.0,3.0,15.6,187.5,1,el Poble Sec
38148163,98.4,6.0,2.0,1.2,30.0,12.0,30.0,360.0,1,la Barceloneta
27969699,99.7,1.0,2.0,0.8,39.0,2.0,6.5,78.0,1,la Vila de Grcia
18335909,97.5,8.4,3.0,6.2,82.0,16.8,335.1,4021.5,2,el Poblenou
19761318,94.8,18.5,3.0,4.5,20.0,37.0,92.5,1110.0,1,la Sagrada Famlia
6361457,60.5,11.3,3.0,2.7,94.0,22.5,264.4,3172.5,1,el Barri Gtic
30161927,94.3,22.5,3.0,10.3,25.0,45.0,140.6,1687.5,1,el Fort Pienc
15827461,18.4,7.6,4.0,2.8,20.0,15.3,101.7,1220.0,2,la Barceloneta
7932078,4.1,2.5,1.0,13.1,50.0,5.0,10.4,125.0,1,"Sant Pere, Santa Caterina i la Ribera"
9215005,86.3,14.3,1.0,19.3,50.0,28.5,59.4,712.5,1,el Poble Sec
20428484,99.7,9.8,2.0,8.1,32.0,19.5,52.0,624.0,1,"Sant Pere, Santa Caterina i la Ribera"
3369141,51.5,4.3,2.0,10.4,55.0,8.5,39.0,467.5,1,"Sant Pere, Santa Caterina i la Ribera"
16631497,79.7,6.0,2.0,18.3,110.0,12.0,110.0,1320.0,1,la Vila de Grcia
43763896,1.6,1.0,3.0,10.7,29.0,2.0,7.3,87.0,1,la Sagrada Famlia
1861817,17.3,3.8,4.0,0.4,97.0,7.5,121.3,1455.0,1,la Barceloneta
28043451,41.1,9.0,3.0,4.0,103.7,18.0,696.5,8358.0,3,la Dreta de l'Eixample
8210620,98.1,0.5,6.0,12.7,241.0,1.0,60.3,723.0,1,Sant Gervasi - la Bonanova
25129333,97.8,5.0,3.5,2.1,820.5,10.0,1421.7,17060.0,2,el Poble Sec
665793,80.5,12.5,2.0,5.8,55.0,25.0,114.6,1375.0,1,l'Antiga Esquerra de l'Eixample
2181314,94.5,14.9,2.0,1.4,120.0,29.8,298.4,3580.8,1,la Vila de Grcia
19114179,99.5,0.5,1.0,10.0,40.0,1.0,1.7,20.0,1,la Vila Olmpica del Poblenou
338116,97.8,0.5,3.0,8.5,100.0,1.0,12.5,150.0,1,l'Antiga Esquerra de l'Eixample
30043169,98.9,1.0,1.0,14.2,135.0,2.0,22.5,270.0,2,el Fort Pienc
3962572,81.6,12.5,4.0,4.6,86.0,25.1,1079.8,12957.5,3,la Vila de Grcia
5621962,95.3,6.0,5.0,18.3,85.0,12.0,212.5,2550.0,1,el Poble Sec
8693964,24.9,2.0,3.0,6.3,100.0,4.0,50.0,600.0,1,el Camp de l'Arpa del Clot
28085282,92.0,15.5,2.0,9.3,60.0,31.0,155.0,1860.0,1,el Raval
8770033,99.7,0.5,1.0,20.5,70.0,1.0,2.9,35.0,1,el Poble Sec
33048789,87.1,14.5,1.0,2.9,30.0,29.0,72.5,870.0,2,el Raval
3352790,91.8,5.9,5.0,5.1,85.0,11.8,209.5,2513.9,1,la Dreta de l'Eixample
2754777,89.6,5.0,3.0,3.8,50.0,10.0,62.5,750.0,1,el Barri Gtic
5449946,75.9,19.3,2.0,0.4,73.0,38.7,235.2,2822.2,1,la Vila de Grcia
2484443,21.9,1.0,7.0,0.4,151.0,2.0,88.1,1057.0,1,la Dreta de l'Eixample
829660,87.3,7.1,1.7,9.3,90.7,14.3,247.4,2968.8,3,"Sant Pere, Santa Caterina i la Ribera"
4197413,85.5,12.4,3.0,1.7,85.0,24.8,263.9,3167.1,1,el Poblenou
8787664,95.6,3.0,5.0,4.8,90.0,6.0,112.5,1350.0,1,la Vila de Grcia
944355,68.5,17.3,1.0,9.0,18.0,34.5,25.9,310.5,1,el Bess i el Maresme
22167747,99.2,2.0,1.0,3.4,120.0,4.0,20.0,240.0,1,la Dreta de l'Eixample
3926247,98.1,3.1,1.8,19.5,1103.3,6.2,2288.7,27464.0,6,la Dreta de l'Eixample
2967785,98.4,16.8,2.0,8.7,37.0,33.5,103.3,1239.5,1,el Raval
1853675,82.5,24.4,1.0,4.6,42.3,48.8,683.7,8204.5,8,el Raval
3139820,97.8,15.3,3.0,1.8,50.0,30.5,381.3,4575.0,2,l'Antiga Esquerra de l'Eixample
8464082,22.2,4.5,2.0,3.8,25.0,9.0,18.8,225.0,1,la Salut
1100014,97.0,15.7,2.0,24.1,23.3,31.5,180.9,2170.3,3,"Sant Pere, Santa Caterina i la Ribera"
7678192,89.3,9.8,1.0,1.2,59.0,19.5,95.3,1143.0,2,el Raval
4557041,98.1,17.4,2.0,89.3,80.0,34.8,232.2,2786.4,1,la Dreta de l'Eixample
14112436,97.0,12.0,2.0,10.5,25.0,24.0,50.0,600.0,1,la Nova Esquerra de l'Eixample
29850665,98.1,2.5,1.0,10.3,65.0,5.0,13.5,162.5,1,Verdun
40716537,24.7,2.0,3.0,0.8,16.0,4.0,8.0,96.0,1,les Corts
1337594,99.7,4.5,3.0,8.2,25.0,9.0,28.1,337.5,1,la Salut
4638971,92.9,4.8,3.0,8.4,119.0,9.7,143.8,1726.1,1,la Nova Esquerra de l'Eixample
13879548,99.7,3.5,2.0,24.5,81.0,7.0,47.3,567.0,1,el Putxet i el Farr
3172605,87.4,12.9,4.0,5.6,59.0,25.8,254.1,3049.1,1,el Fort Pienc
19646718,40.0,5.3,6.0,12.2,24.5,10.5,125.0,1500.0,2,l'Antiga Esquerra de l'Eixample
2083075,84.8,15.1,0.0,20.0,53.0,30.3,0.0,0.0,3,la Dreta de l'Eixample
41158919,94.0,4.3,2.0,2.9,25.5,8.5,37.3,447.0,2,Sant Antoni
33966344,46.0,4.0,3.0,0.8,54.0,8.0,54.0,648.0,1,Hostafrancs
5286153,83.6,16.1,1.0,1.8,150.0,32.2,201.1,2412.8,1,el Barri Gtic
8947979,99.7,6.0,2.0,7.5,35.0,12.0,35.0,420.0,1,la Vila de Grcia
2361612,98.4,12.3,3.0,3.3,44.0,24.7,135.7,1628.9,1,el Camp d'en Grassot i Grcia Nova
49994293,67.5,0.8,1.0,2.4,534.7,1.7,68.3,819.5,3,Provenals del Poblenou
6809870,24.7,14.3,0.0,1.7,95.0,28.5,0.0,0.0,1,el Poble Sec
35564589,45.2,2.5,5.0,8.7,47.0,5.0,49.0,587.5,1,la Dreta de l'Eixample
5515536,77.0,20.0,2.0,8.5,88.5,40.0,532.6,6391.6,2,el Fort Pienc
30894353,67.4,1.5,1.0,9.5,22.0,3.0,2.8,33.0,1,Sant Mart de Provenals
46147534,93.7,3.0,2.0,5.9,39.0,6.0,19.5,234.0,1,"Sant Pere, Santa Caterina i la Ribera"
3459348,99.7,0.5,1.0,9.5,55.0,1.0,2.3,27.5,1,les Tres Torres
236590,91.8,24.5,2.0,2.9,25.0,49.0,102.1,1225.0,1,la Sagrada Famlia
2967830,95.3,6.4,3.0,4.6,6800.0,12.8,18508.7,222104.9,2,l'Antiga Esquerra de l'Eixample
3811607,65.2,5.5,3.0,5.3,75.0,11.0,103.1,1237.5,1,la Barceloneta
3576196,41.9,2.0,3.0,22.2,129.0,4.0,64.5,774.0,1,la Barceloneta
2009370,84.1,9.4,1.0,8.7,183.7,18.7,75.9,910.7,3,el Poble Sec
16378140,97.5,0.5,2.0,3.9,90.0,1.0,7.5,90.0,1,el Baix Guinard
6973725,90.7,7.3,2.0,16.0,60.0,14.5,72.5,870.0,1,el Camp de l'Arpa del Clot
23062814,90.1,7.5,1.0,15.5,47.0,15.0,29.4,352.5,1,"Sant Pere, Santa Caterina i la Ribera"
28320133,97.5,3.5,1.0,7.2,24.5,7.0,13.7,164.0,2,la Maternitat i Sant Ramon
26153633,91.8,2.5,1.0,5.0,41.0,5.0,8.5,102.5,1,la Sagrada Famlia
3148068,99.7,9.4,2.0,2.6,18.0,18.8,28.2,338.9,1,les Corts
32893221,99.2,3.0,3.0,6.2,40.0,6.0,30.0,360.0,1,el Camp de l'Arpa del Clot
35293478,97.3,7.0,1.0,14.4,21.0,14.0,12.3,147.0,1,el Fort Pienc
7186727,96.4,2.5,2.0,27.1,18.0,5.0,7.5,90.0,1,Sants - Badal
2926888,83.8,12.6,1.0,15.9,35.5,25.3,78.6,942.8,2,la Sagrada Famlia
24926399,78.9,11.5,3.0,2.1,105.0,23.0,301.9,3622.5,1,Vallcarca i els Penitents
2935086,68.2,14.1,3.0,5.0,75.0,28.2,264.1,3169.1,1,el Poble Sec
5433647,84.5,12.3,2.0,7.6,75.0,24.7,320.7,3848.2,2,el Poblenou
11846024,91.2,7.8,2.0,0.9,110.0,15.5,142.1,1705.0,1,el Fort Pienc
166195,92.6,12.5,7.0,49.4,89.0,25.0,649.0,7787.5,1,"Sant Pere, Santa Caterina i la Ribera"
14469428,99.7,0.5,1.0,2.9,50.0,1.0,2.1,25.0,1,les Corts
1255733,93.8,13.6,4.0,11.4,63.0,27.1,592.1,7105.3,2,el Poble Sec
26477842,40.8,8.5,3.0,6.3,120.0,17.0,255.0,3060.0,1,"Sant Pere, Santa Caterina i la Ribera"
6123914,83.3,21.8,2.0,19.2,39.0,43.7,141.9,1703.1,1,el Camp de l'Arpa del Clot
2074943,78.9,15.9,2.0,8.0,95.0,31.8,252.0,3023.8,1,la Vila de Grcia
16755009,94.8,4.0,2.0,2.6,79.0,8.0,52.7,632.0,1,Sant Andreu
2369858,99.7,0.5,3.0,4.0,21.0,1.0,2.6,31.5,1,el Putxet i el Farr
42363204,79.5,9.0,1.0,8.8,40.0,18.0,30.0,360.0,1,el Fort Pienc
33297277,97.5,2.5,1.0,2.5,41.0,5.0,8.5,102.5,1,Sants - Badal
18893130,78.1,9.8,2.0,5.1,110.5,19.5,331.2,3974.0,2,"Sant Pere, Santa Caterina i la Ribera"
44649527,99.7,1.0,1.0,11.0,35.0,2.0,2.9,35.0,1,el Putxet i el Farr
32262478,59.7,0.5,1.0,11.9,70.0,1.0,2.9,35.0,1,l'Antiga Esquerra de l'Eixample
2525519,63.8,6.0,4.0,0.4,50.0,12.0,100.0,1200.0,1,el Bess i el Maresme
42126528,99.7,0.5,2.0,21.0,65.0,1.0,5.4,65.0,1,el Barri Gtic
38434768,99.7,2.0,3.0,1.3,120.0,4.0,60.0,720.0,1,el Parc i la Llacuna del Poblenou
2705749,99.2,2.0,5.0,3.7,70.0,4.0,58.3,700.0,1,el Baix Guinard
38032782,98.4,1.5,1.0,24.0,17.0,3.0,2.1,25.5,1,el Poble Sec
3238232,97.5,13.5,3.0,24.0,199.0,27.0,671.6,8059.5,1,el Fort Pienc
7612762,84.9,0.5,1.0,0.8,46.0,1.0,1.9,23.0,1,l'Antiga Esquerra de l'Eixample
29493595,99.2,0.8,3.0,21.0,326.7,1.7,213.8,2565.0,3,el Poblenou
5717050,92.0,8.0,2.0,19.1,45.0,16.0,60.0,720.0,1,la Nova Esquerra de l'Eixample
5651747,77.8,1.8,3.0,7.4,408.6,3.5,1240.0,14880.0,11,el Guinard
21001957,97.0,0.5,7.0,17.2,200.0,1.0,58.3,700.0,1,"Sant Pere, Santa Caterina i la Ribera"
4958560,98.1,9.5,2.0,6.4,41.0,19.0,64.9,779.0,1,la Dreta de l'Eixample
13330786,87.7,14.5,3.0,4.0,80.0,29.0,290.0,3480.0,1,el Guinard
1517923,99.7,7.8,3.0,1.6,100.0,15.5,193.8,2325.0,1,el Raval
9447782,98.6,6.3,2.0,4.7,22.0,12.5,22.9,275.0,1,Sant Antoni
6859113,83.0,9.8,2.0,5.3,65.0,19.7,106.5,1277.9,1,la Vila de Grcia
805226,58.1,19.2,4.0,0.7,399.0,38.3,2548.9,30587.3,1,Sants
1116525,25.2,10.0,4.0,17.8,150.0,20.0,500.0,6000.0,1,"Sant Pere, Santa Caterina i la Ribera"
39143792,37.5,0.5,5.0,2.1,110.0,1.0,22.9,275.0,1,Sant Gervasi - Galvany
7178611,98.4,11.5,2.0,13.2,85.0,23.0,162.9,1955.0,1,el Raval
1993076,49.9,6.9,2.0,9.0,45.5,13.8,94.7,1136.5,2,Sant Antoni
34284191,99.7,1.0,1.0,3.3,40.0,2.0,3.3,40.0,1,Vilapicina i la Torre Llobeta
8378089,99.2,15.3,3.0,21.8,75.0,30.6,573.5,6881.6,2,la Vila de Grcia
1673592,98.6,4.5,2.0,4.7,32.0,9.0,24.0,288.0,1,la Nova Esquerra de l'Eixample
10250618,37.0,1.0,3.0,3.6,92.0,2.0,23.0,276.0,1,la Vila Olmpica del Poblenou
13535613,98.4,0.5,1.0,1.7,28.0,1.0,1.2,14.0,1,Sant Antoni
2517378,67.1,4.0,1.0,24.7,25.0,8.0,8.3,100.0,1,el Raval
9000683,99.7,6.5,2.0,5.3,50.0,13.0,54.2,650.0,1,la Barceloneta
17779078,31.8,1.0,1.0,6.3,20.0,2.0,1.7,20.0,1,el Poble Sec
8546697,99.6,8.9,1.0,28.9,36.0,17.8,60.4,724.3,2,"Sant Pere, Santa Caterina i la Ribera"
37144970,98.1,3.0,2.0,0.8,81.0,6.0,40.5,486.0,1,el Putxet i el Farr
2861451,96.6,10.6,2.0,2.2,67.0,21.3,150.6,1807.5,2,la Vila de Grcia
2517389,95.6,6.0,2.0,3.9,90.0,12.0,90.0,1080.0,1,el Congrs i els Indians
