,24h_checkin,Air_conditioning,Bedroom_lock,Breakfast,Elevator,Essentials,Heating,Internet,Kitchen,Pets_allowed,Smoking_allowed,TV,Washer,accommodates,bathrooms,bedrooms,cancel_pol,host_id,l_count,latitude,longitude,minstay,price,property_type,rating,room_type,superhost,neighbourhood,January,February,March,April,May,June,July,August,September,October,November,December,Total_days,Availability,Ja_rcounts,Fe_rcounts,Mar_rcounts,Ap_rcounts,May_rcounts,Jun_rcounts,Jul_rcounts,Au_rcounts,Se_rcounts,Oc_rcounts,No_rcounts,De_rcounts,Total_rcounts,Est_bookings,Occupancy_rate,Income_year,Income_month
10186267,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,31150619,0.0,41.379675,2.170301,2.0,30.0,Apartment,3.5,Private room,0,el Raval,23,16,0,0,0,0,0,0,0,0,0,0,39.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,17.7970588235,30.0,2.5
1019810,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,5614446,1.0,41.401781,2.163724,2.0,29.0,Apartment,4.5,Private room,0,la Vila de Grcia,24,29,31,30,31,30,31,31,30,31,30,31,359.0,98.36,0.0,0.0,0.0,2.0,1.67,3.0,2.5,2.0,3.0,2.0,1.0,0.0,17.17,8.585,16.0224489796,497.93,41.4941666667
1020452,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,3.0,strict,5617051,1.0,41.372774,2.146547,3.0,65.0,Apartment,4.5,Entire home/apt,0,la Font de la Guatlla,0,20,24,23,14,19,31,31,30,31,30,31,284.0,77.81,1.0,1.0,2.0,2.0,3.33,3.0,2.33,1.67,3.33,2.33,2.0,3.0,26.99,13.495,23.1714285714,2631.525,219.29375
1021286,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,1.0,strict,4626127,0.0,41.398038,2.199771,3.0,130.0,Apartment,4.5,Entire home/apt,0,el Poblenou,28,29,28,26,24,30,31,31,30,31,30,31,349.0,95.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,7.0,3.5,0.421348314607,1365.0,113.75
1021297,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,strict,5621279,0.0,41.387138,2.149055,2.0,21.0,Apartment,4.0,Private room,0,la Nova Esquerra de l'Eixample,24,25,29,30,28,20,31,31,30,31,30,31,340.0,93.15,3.0,1.0,1.0,3.0,4.67,5.0,2.33,4.5,3.67,5.0,2.67,4.5,40.34,20.17,14.3430232558,847.14,70.595
1021299,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,5621279,2.0,41.386704,2.147931,3.0,41.0,Apartment,4.5,Private room,0,la Nova Esquerra de l'Eixample,0,0,0,0,31,30,31,31,30,31,30,31,245.0,67.12,1.0,1.0,2.0,3.5,4.5,3.0,3.5,2.0,3.67,0.0,0.0,2.0,26.17,13.085,5.37249283668,1609.455,134.12125
1021389,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,3.0,strict,5621962,1.0,41.371356,2.168522,5.0,85.0,Apartment,4.5,Entire home/apt,0,el Poble Sec,28,29,28,26,28,25,31,31,30,31,30,31,348.0,95.34,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,12.0,6.0,18.2719298246,2550.0,212.5
1021822,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,0.0,1.0,strict,2603961,0.0,41.378419,2.153532,1.0,26.0,Bed & Breakfast,4.5,Private room,0,la Nova Esquerra de l'Eixample,0,9,31,30,31,30,31,31,30,31,30,31,315.0,86.3,1.5,1.0,3.5,4.0,5.33,4.67,5.33,5.33,5.33,6.0,2.67,4.0,48.66,24.33,14.9038461538,632.58,52.715
10219910,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,moderate,52510108,1.0,41.379547,2.169326,1.0,55.0,Apartment,0.0,Entire home/apt,0,el Raval,21,29,31,30,31,30,31,31,30,31,30,31,356.0,97.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,6.94166666667,27.5,2.29166666667
1023142,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,3.0,strict,5433647,2.0,41.397692,2.202477,3.0,81.0,Apartment,4.5,Entire home/apt,0,el Poblenou,2,0,0,15,31,26,31,31,30,31,30,31,258.0,70.68,0.0,0.0,1.0,2.0,4.5,2.5,2.0,3.0,2.0,3.67,2.0,2.0,24.67,12.335,12.8873239437,2997.405,249.78375
1023985,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,3.0,strict,5636973,0.0,41.404614,2.179925,3.0,105.0,Apartment,5.0,Entire home/apt,0,la Sagrada Famlia,23,25,26,30,31,30,31,31,30,31,30,31,349.0,95.62,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.5,1.0,0.0,12.5,6.25,4.06779661017,1968.75,164.0625
1024257,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,5317715,1.0,41.406804,2.202801,1.0,37.0,Apartment,4.5,Private room,0,el Poblenou,20,29,31,30,31,30,0,0,0,0,0,0,171.0,46.85,1.0,1.5,2.0,3.0,1.0,2.5,4.0,1.0,1.0,1.33,2.5,0.0,20.83,10.415,8.45697329377,385.355,32.1129166667
1024587,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,0.0,1.0,strict,2603961,0.0,41.378496,2.153608,2.0,28.0,Apartment,4.5,Private room,0,la Nova Esquerra de l'Eixample,0,9,31,27,31,30,31,31,30,31,30,31,312.0,85.48,1.0,0.0,3.0,2.0,4.0,4.0,3.0,6.0,2.0,3.0,1.0,2.0,31.0,15.5,0.824175824176,868.0,72.3333333333
1025640,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,5606030,2.0,41.385445,2.182817,3.0,39.0,Apartment,4.5,Private room,0,"Sant Pere, Santa Caterina i la Ribera",25,29,31,30,31,30,31,31,30,31,30,31,360.0,98.63,1.0,0.0,0.0,0.0,3.5,1.5,2.33,3.33,4.0,1.0,0.0,0.0,16.66,8.33,17.5391304348,974.61,81.2175
1025705,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,moderate,5647375,1.0,41.371545,2.13443,1.0,85.0,Apartment,4.5,Entire home/apt,0,Sants,29,23,31,30,31,27,31,31,30,31,30,31,355.0,97.26,1.5,4.0,3.0,3.5,2.67,3.0,2.5,0.0,2.33,2.67,4.0,1.33,30.5,15.25,16.5137614679,1296.25,108.020833333
1025760,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,3.0,4.0,strict,3480461,0.0,41.392602,2.154843,3.0,470.0,Apartment,4.5,Entire home/apt,0,l'Antiga Esquerra de l'Eixample,27,25,31,24,18,12,13,23,30,31,30,31,295.0,80.82,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,8.0,4.0,9.19803370787,5640.0,470.0
1026052,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,0.0,2.0,strict,2386526,0.0,41.400269,2.15988,2.0,75.0,Apartment,4.5,Entire home/apt,0,la Vila de Grcia,28,29,28,24,18,30,31,31,26,31,30,31,337.0,92.33,0.0,1.0,1.0,3.5,1.5,2.0,2.0,2.0,1.0,1.0,3.0,1.0,19.0,9.5,9.81308411215,1425.0,118.75
1026160,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,0.0,3.0,flexible,4248788,0.0,41.397019,2.168756,5.0,120.0,Apartment,5.0,Entire home/apt,0,la Dreta de l'Eixample,0,0,0,0,31,30,30,4,30,31,30,31,217.0,59.45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.5,18.3571428571,1500.0,125.0
1026452,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,moderate,5650710,2.0,41.401562,2.210357,3.0,99.0,Apartment,5.0,Entire home/apt,0,Diagonal Mar i el Front Martim del Poblenou,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,10.3521126761,297.0,24.75
1027718,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,strict,5655546,0.0,41.373217,2.166159,2.0,35.0,Apartment,4.5,Entire home/apt,0,el Poble Sec,10,29,31,30,31,30,31,31,30,31,30,31,345.0,94.52,2.67,4.5,3.5,3.33,3.0,4.67,4.0,3.0,3.33,3.0,2.67,2.67,40.34,20.17,15.0546218487,1411.9,117.658333333
1027732,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,strict,5655546,2.0,41.372968,2.168173,2.0,35.0,Apartment,4.5,Entire home/apt,0,el Poble Sec,6,15,31,30,31,30,31,31,30,31,30,31,327.0,89.59,3.0,1.0,1.5,3.5,3.0,4.5,5.0,3.0,3.5,3.0,4.0,1.0,36.0,18.0,5.25675675676,1260.0,105.0
1028836,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,2.0,flexible,4864707,0.0,41.37851,2.152112,2.0,70.0,Apartment,4.0,Entire home/apt,0,la Nova Esquerra de l'Eixample,26,29,31,30,31,25,31,31,30,31,30,31,356.0,97.53,2.0,1.0,2.0,2.67,3.0,1.33,1.33,3.0,1.0,0.0,1.5,3.0,21.83,10.915,1.64835164835,1528.1,127.341666667
1028846,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,moderate,1701739,1.0,41.389905,2.162231,3.0,25.0,Apartment,5.0,Private room,0,la Dreta de l'Eixample,0,0,0,0,0,30,31,31,30,31,30,31,214.0,58.63,0.0,0.0,1.0,2.0,2.0,2.33,1.67,2.0,2.0,1.0,0.0,0.0,14.0,7.0,1.8543956044,525.0,43.75
1029587,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,2.0,strict,5664950,1.0,41.405796,2.201661,3.0,100.0,Apartment,4.5,Entire home/apt,0,el Poblenou,27,15,13,12,10,22,13,19,29,31,30,31,252.0,69.04,2.0,2.5,5.0,3.0,2.67,2.5,2.5,2.0,3.67,2.5,1.5,1.0,30.84,15.42,2.54957507082,4626.0,385.5
1030383,1,1,0,1,1,1,1,1,1,1,1,1,1,3.0,1.0,2.0,strict,5669828,1.0,41.375066,2.164386,5.0,70.0,Apartment,4.0,Entire home/apt,0,Sant Antoni,23,29,31,1,0,0,0,0,0,0,0,0,84.0,23.01,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,8.11567164179,1050.0,87.5
1030423,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,5173200,0.0,41.416934,2.173229,2.0,30.0,Bed & Breakfast,4.5,Private room,0,el Guinard,27,22,31,30,31,30,31,31,30,31,30,31,355.0,97.26,1.0,1.0,1.0,1.5,1.5,2.5,3.5,2.0,3.0,3.0,3.0,1.5,24.5,12.25,31.4314285714,735.0,61.25
1030956,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,3972894,2.0,41.386387,2.173112,1.0,34.0,Apartment,4.5,Private room,0,el Barri Gtic,25,29,29,30,31,30,30,31,30,31,30,31,357.0,97.81,1.5,2.0,4.0,3.5,3.5,4.0,4.33,2.67,4.33,3.33,1.67,1.0,35.83,17.915,14.8625,609.11,50.7591666667
1032836,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,2.0,strict,5683688,1.0,41.374612,2.16318,3.0,94.0,Apartment,4.5,Entire home/apt,0,el Poble Sec,28,24,30,21,16,30,31,31,30,31,30,31,333.0,91.23,0.0,0.0,0.0,1.0,2.0,1.5,1.5,1.67,2.5,1.5,0.0,0.0,11.67,5.835,3.60169491525,1645.47,137.1225
1034301,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,5.0,1.0,moderate,5692445,0.0,41.380021,2.154712,1.0,25.0,Apartment,5.0,Private room,0,la Nova Esquerra de l'Eixample,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,12.7232142857,50.0,4.16666666667
1034303,1,1,1,1,1,1,1,1,1,1,1,1,1,4.0,5.0,1.0,moderate,5692445,4.0,41.381305,2.155419,1.0,25.0,Apartment,4.0,Private room,0,la Nova Esquerra de l'Eixample,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,1.0,1.0,0.0,4.5,2.25,17.3274336283,56.25,4.6875
1034304,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,5.0,1.0,moderate,5692445,0.0,41.381414,2.156237,1.0,25.0,Apartment,4.5,Private room,0,la Nova Esquerra de l'Eixample,18,29,31,30,31,30,31,31,30,31,30,31,353.0,96.71,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,17.6788732394,75.0,6.25
1034761,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,2.0,2.0,strict,5695022,1.0,41.394528,2.201118,4.0,99.0,Apartment,4.5,Entire home/apt,0,el Poblenou,21,18,11,26,18,15,21,6,30,31,30,31,258.0,70.68,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,4.0,7.14285714286,1584.0,132.0
1034771,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,0.0,3.0,moderate,5636973,0.0,41.381391,2.168084,3.0,160.0,Apartment,4.5,Entire home/apt,0,el Raval,14,8,4,22,24,22,31,27,24,31,30,31,268.0,73.42,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.5,2.0,1.0,1.0,1.0,14.5,7.25,26.3498583569,3480.0,290.0
1036375,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,4649744,0.0,41.377042,2.13089,3.0,90.0,House,5.0,Entire home/apt,0,Sants,25,29,31,30,31,30,31,31,30,31,30,31,360.0,98.63,1.0,3.0,2.0,5.0,3.0,3.67,3.0,4.0,3.0,2.0,3.0,3.0,35.67,17.835,11.5714285714,4815.45,401.2875
1037668,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,2.0,2.0,strict,5712331,1.0,41.389033,2.170119,3.0,150.0,Apartment,4.5,Entire home/apt,0,la Dreta de l'Eixample,28,29,28,24,31,30,31,31,30,31,30,31,354.0,96.99,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.0,0.0,8.5,4.25,11.7952522255,1912.5,159.375
1037925,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,5713957,1.0,41.378124,2.189637,2.0,45.0,Apartment,4.5,Private room,0,la Barceloneta,1,29,31,30,31,30,31,31,30,31,30,31,336.0,92.05,1.0,0.0,0.0,4.0,7.0,1.5,0.0,6.0,4.5,2.5,2.0,0.0,28.5,14.25,7.29166666667,1282.5,106.875
1038202,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,5715182,2.0,41.401054,2.174677,2.0,20.0,Apartment,4.5,Private room,0,la Sagrada Famlia,7,29,31,27,31,30,31,31,30,31,30,31,339.0,92.88,2.0,3.0,4.0,3.5,2.5,5.33,2.0,3.33,4.0,5.0,2.5,2.0,39.16,19.58,89.3382352941,783.2,65.2666666667
1038306,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,5715182,0.0,41.401764,2.1746,2.0,25.0,Apartment,4.5,Private room,0,la Sagrada Famlia,26,29,31,27,31,30,28,31,30,31,30,31,355.0,97.26,3.5,2.0,3.0,4.0,4.67,4.0,5.0,5.0,2.67,4.33,2.67,1.0,41.84,20.92,13.7873831776,1046.0,87.1666666667
1038464,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,5717050,1.0,41.38048,2.152418,2.0,45.0,Apartment,4.5,Private room,0,la Nova Esquerra de l'Eixample,24,15,22,30,31,30,31,31,30,31,30,31,336.0,92.05,0.0,1.0,0.0,1.5,3.5,2.33,3.0,1.0,1.67,2.0,0.0,0.0,16.0,8.0,13.6793002915,720.0,60.0
1038902,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,5719437,3.0,41.399201,2.191039,1.0,50.0,Apartment,4.5,Private room,0,el Parc i la Llacuna del Poblenou,18,29,31,30,31,30,31,31,30,31,30,31,353.0,96.71,2.5,4.0,5.5,4.0,5.0,7.0,7.0,5.67,5.67,6.0,4.67,5.0,62.01,31.005,19.4343065693,1550.25,129.1875
1038904,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,5719437,0.0,41.40016,2.1909,1.0,50.0,Apartment,4.5,Private room,0,el Parc i la Llacuna del Poblenou,28,29,31,30,31,30,31,31,30,31,30,31,363.0,99.45,6.0,3.5,5.0,5.33,5.0,4.33,6.33,5.0,4.67,6.0,4.0,4.0,59.16,29.58,0.412087912088,1479.0,123.25
1039162,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,strict,4419532,0.0,41.40686,2.16268,3.0,140.0,Apartment,4.5,Entire home/apt,0,el Camp d'en Grassot i Grcia Nova,25,29,27,5,22,30,31,31,30,31,30,31,322.0,88.22,1.0,1.0,4.0,4.0,2.5,1.0,3.0,2.67,1.67,2.0,2.0,0.0,24.84,12.42,0.842696629213,5216.4,434.7
1039196,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,2.0,strict,4068251,3.0,41.373354,2.162149,2.0,40.0,Apartment,4.5,Entire home/apt,0,el Poble Sec,28,26,19,30,31,22,28,31,30,31,30,31,337.0,92.33,0.0,2.0,4.0,5.0,2.5,3.0,2.0,2.0,1.0,2.5,1.5,1.0,26.5,13.25,11.5136363636,1060.0,88.3333333333
1039211,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,2.0,strict,5721224,0.0,41.406998,2.203119,3.0,110.0,Apartment,4.5,Entire home/apt,0,el Poblenou,23,24,27,14,31,23,24,6,26,29,30,31,288.0,78.9,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.5,1.5,1.0,0.0,14.0,7.0,4.17956656347,2310.0,192.5
1041427,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,moderate,4801917,1.0,41.388562,2.171458,2.0,70.0,Apartment,4.5,Entire home/apt,0,la Dreta de l'Eixample,11,24,31,2,0,0,0,0,0,0,0,0,68.0,18.63,5.0,1.0,4.0,4.0,2.0,5.0,5.5,3.5,4.0,4.5,2.0,0.0,40.5,20.25,15.5658682635,2835.0,236.25
1044130,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,4.0,4.0,moderate,5748709,1.0,41.402442,2.137838,3.0,170.0,Apartment,5.0,Entire home/apt,0,Sant Gervasi - Galvany,0,0,0,0,13,18,30,31,30,31,30,31,214.0,58.63,0.0,1.0,1.5,2.0,1.0,3.0,1.5,0.0,2.0,2.67,3.0,2.0,19.67,9.835,17.1993569132,5015.85,417.9875
104485,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,543801,1.0,41.391189,2.156415,3.0,29.0,Apartment,4.5,Private room,0,l'Antiga Esquerra de l'Eixample,9,28,31,30,31,30,31,31,30,31,30,31,343.0,93.97,2.0,1.5,2.0,3.0,2.5,2.75,4.33,2.5,3.5,4.0,2.2,1.0,31.28,15.64,24.7663551402,1360.68,113.39
1047089,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,2.0,moderate,5764841,0.0,41.401941,2.157685,1.0,80.0,Apartment,4.5,Entire home/apt,0,la Vila de Grcia,2,1,25,28,20,26,19,31,30,31,30,31,274.0,75.07,1.0,1.0,4.0,3.5,3.5,1.5,3.0,2.5,5.0,3.0,4.5,3.0,35.5,17.75,11.55,1420.0,118.333333333
1049729,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,4.0,strict,1310304,0.0,41.39027,2.186755,3.0,119.0,Apartment,4.5,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,13.9567164179,178.5,14.875
1049885,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,4.0,strict,1310304,0.0,41.389921,2.186692,3.0,133.0,Apartment,4.5,Entire home/apt,0,"Sant Pere, Santa Caterina i la Ribera",28,25,31,27,31,30,31,31,30,31,30,31,356.0,97.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.70879120879,399.0,33.25
1049897,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,2.0,3.0,strict,2041901,0.0,41.404886,2.172513,3.0,117.0,Apartment,5.0,Entire home/apt,0,la Sagrada Famlia,21,9,27,28,31,30,31,31,30,31,30,31,330.0,90.41,1.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,3.33,2.0,2.0,1.0,25.33,12.665,3.70879120879,4445.415,370.45125
1052151,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,1.0,3.0,moderate,5793357,1.0,41.444168,2.165435,2.0,66.0,Apartment,4.5,Entire home/apt,0,Canyelles,26,29,31,15,31,28,24,17,30,31,30,31,323.0,88.49,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.67,1.33,0.0,1.0,9.0,4.5,35.5588235294,594.0,49.5
1054810,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,3913616,0.0,41.380924,2.171747,1.0,26.0,Apartment,4.0,Private room,0,el Raval,12,23,31,25,29,30,31,31,30,31,30,31,334.0,91.51,2.0,1.0,2.0,2.33,5.0,3.33,2.0,3.0,4.0,3.0,5.0,2.0,34.66,17.33,8.10810810811,450.58,37.5483333333
1054906,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,strict,3913616,4.0,41.381303,2.170745,1.0,20.0,Apartment,4.0,Private room,0,el Raval,7,13,20,28,29,30,31,31,30,31,30,31,311.0,85.21,3.5,2.0,2.5,4.5,3.33,3.0,3.33,3.67,2.33,3.33,2.5,1.67,35.66,17.83,7.21153846154,356.6,29.7166666667
1056112,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,2.0,1.0,strict,2603961,0.0,41.377106,2.152734,1.0,26.0,Apartment,4.5,Private room,0,Sant Antoni,5,10,31,30,31,30,31,31,30,31,30,31,321.0,87.95,1.5,4.0,5.0,2.33,7.0,6.67,7.0,7.0,3.0,4.0,4.0,1.5,53.0,26.5,5.97609561753,689.0,57.4166666667
1056132,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,moderate,4466322,2.0,41.379445,2.16334,2.0,40.0,Apartment,4.5,Private room,0,el Raval,3,7,20,25,28,23,31,31,30,31,30,31,290.0,79.45,1.0,1.0,2.0,1.5,0.0,4.0,2.0,1.5,2.33,1.67,2.0,3.33,22.33,11.165,26.9566473988,893.2,74.4333333333
1057394,1,1,0,1,1,1,1,1,1,1,1,1,1,5.0,0.0,3.0,strict,3446677,0.0,41.391892,2.176054,4.0,135.0,Apartment,5.0,Entire home/apt,0,la Dreta de l'Eixample,13,0,0,0,30,30,31,31,30,31,30,31,257.0,70.41,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.5,0.0,1.0,0.0,0.0,8.5,4.25,7.34210526316,2295.0,191.25
1060042,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,flexible,5837160,1.0,41.38197,2.160836,1.0,29.0,Apartment,4.5,Private room,0,Sant Antoni,0,29,31,30,31,30,31,31,30,31,30,31,335.0,91.78,1.0,1.5,5.0,3.5,2.0,3.67,2.0,3.0,3.0,3.0,2.5,1.0,31.17,15.585,1.11524163569,451.965,37.66375
1060411,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,2541323,1.0,41.380198,2.169338,2.0,54.0,Apartment,5.0,Private room,0,el Raval,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,4.5,16.5041436464,486.0,40.5
1060580,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,flexible,5837471,1.0,41.401502,2.169755,1.0,200.0,Apartment,4.5,Private room,0,la Dreta de l'Eixample,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,4.5,22.0980662983,900.0,75.0
1060614,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,3.0,moderate,5472538,1.0,41.396861,2.181172,2.0,95.0,Apartment,5.0,Entire home/apt,1,el Fort Pienc,0,11,25,20,26,28,26,31,30,31,30,31,289.0,79.18,3.67,4.5,7.0,6.33,6.0,5.67,5.67,5.33,5.67,6.67,6.0,6.0,68.51,34.255,7.16560509554,6508.45,542.370833333
1061343,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,strict,5843487,0.0,41.396814,2.127937,2.0,98.0,Apartment,4.5,Entire home/apt,0,les Tres Torres,0,0,0,0,0,1,31,31,30,31,30,31,185.0,50.68,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,5.0,17.0014285714,980.0,81.6666666667
1062043,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,2.0,moderate,5846518,1.0,41.391043,2.191768,2.0,135.0,Apartment,4.5,Entire home/apt,0,la Vila Olmpica del Poblenou,29,29,31,30,31,30,31,31,30,31,30,31,364.0,99.73,0.0,1.0,0.0,2.0,5.0,1.0,1.0,1.5,2.0,4.0,0.0,0.0,17.5,8.75,9.30656934307,2362.5,196.875
1064956,1,1,0,1,1,1,1,1,1,1,1,1,1,2.0,0.0,1.0,strict,5843487,7.0,41.391391,2.129802,1.0,81.0,Apartment,4.5,Entire home/apt,0,les Corts,0,0,0,6,31,30,31,31,30,31,30,31,251.0,68.77,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,5.0,2.88461538462,405.0,33.75
1064989,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,1.0,strict,5157936,0.0,41.384436,2.164816,1.0,35.0,Apartment,4.5,Private room,0,el Raval,20,23,31,30,28,30,31,31,30,31,30,31,346.0,94.79,3.0,3.5,5.0,5.67,6.67,3.67,3.33,8.0,6.67,5.0,6.0,5.67,62.18,31.09,16.8962264151,1088.15,90.6791666667
1068375,1,1,0,1,1,1,1,1,1,1,1,1,1,4.0,1.0,3.0,moderate,5878111,1.0,41.425673,2.202453,3.0,50.0,Apartment,4.5,Entire home/apt,0,la Verneda i la Pau,26,29,31,30,31,30,31,31,30,31,30,31,361.0,98.9,0.0,3.0,1.0,1.5,1.67,1.5,2.0,2.0,2.0,2.0,1.0,0.0,17.67,8.835,19.1089285714,1325.25,110.4375
